"V1" "V2"
"3278" "YJO" 1399.35060678454
"3279" "YAY" 1399.35060678454
"3280" "EZI" 1396.86287237248
"3281" "NUO" 1395.61900516645
"3282" "PPY" 1394.37513796042
"3283" "RTH" 1393.13127075439
"3284" "BSI" 1393.13127075439
"3285" "EEF" 1390.64353634233
"3286" "OXX" 1389.3996691363
"3287" "NKI" 1384.42420031218
"3288" "OXA" 1383.18033310615
"3289" "EYU" 1380.69259869408
"3290" "SOG" 1379.44873148805
"3291" "XTI" 1378.20486428202
"3292" "OXO" 1378.20486428202
"3293" "NTH" 1370.74166104584
"3294" "NGS" 1369.49779383981
"3295" "AOD" 1367.01005942775
"3296" "WAR" 1365.76619222172
"3297" "ILQ" 1364.52232501568
"3298" "UÑO" 1363.27845780965
"3299" "MXI" 1360.79072339759
"3300" "OZC" 1359.54685619156
"3301" "EML" 1358.30298898553
"3302" "TQU" 1357.0591217795
"3303" "IKO" 1357.0591217795
"3304" "VCT" 1355.81525457347
"3305" "VON" 1354.57138736744
"3306" "RHE" 1350.83978574935
"3307" "BUJ" 1350.83978574935
"3308" "LBB" 1349.59591854332
"3309" "ISJ" 1348.35205133729
"3310" "YYA" 1347.10818413125
"3311" "IIA" 1347.10818413125
"3312" "ZGO" 1344.62044971919
"3313" "JEP" 1344.62044971919
"3314" "GAG" 1344.62044971919
"3315" "UPI" 1342.13271530713
"3316" "OEP" 1340.8888481011
"3317" "ABD" 1339.64498089507
"3318" "LSH" 1335.91337927698
"3319" "YCL" 1329.69404324682
"3320" "YBE" 1329.69404324682
"3321" "USN" 1327.20630883476
"3322" "MIF" 1327.20630883476
"3323" "OYB" 1324.7185744227
"3324" "GIP" 1320.98697280461
"3325" "ULC" 1317.25537118652
"3326" "JOT" 1316.01150398049
"3327" "WIL" 1314.76763677446
"3328" "GME" 1314.76763677446
"3329" "GMA" 1314.76763677446
"3330" "GEE" 1314.76763677446
"3331" "GOG" 1312.27990236239
"3332" "DLO" 1312.27990236239
"3333" "YOB" 1311.03603515636
"3334" "DYS" 1311.03603515636
"3335" "NYO" 1309.79216795033
"3336" "HEV" 1308.5483007443
"3337" "TTO" 1304.81669912621
"3338" "TFI" 1298.59736309606
"3339" "ITT" 1298.59736309606
"3340" "UBD" 1297.35349589003
"3341" "IDS" 1297.35349589003
"3342" "LQA" 1296.109628684
"3343" "CEO" 1292.3780270659
"3344" "AZY" 1288.64642544781
"3345" "ASK" 1288.64642544781
"3346" "OVU" 1287.40255824178
"3347" "IDC" 1286.15869103575
"3348" "BAÑ" 1286.15869103575
"3349" "DNA" 1283.67095662369
"3350" "BEQ" 1283.67095662369
"3351" "ACN" 1283.67095662369
"3352" "EZH" 1278.69548779957
"3353" "UPT" 1277.45162059354
"3354" "GHA" 1277.45162059354
"3355" "NTS" 1274.96388618147
"3356" "JEQ" 1273.72001897544
"3357" "KES" 1272.47615176941
"3358" "RND" 1269.98841735735
"3359" "RCL" 1269.98841735735
"3360" "FEE" 1269.98841735735
"3361" "EYT" 1268.74455015132
"3362" "UGR" 1267.50068294529
"3363" "HEY" 1267.50068294529
"3364" "AEE" 1266.25681573926
"3365" "YEA" 1263.7690813272
"3366" "EAO" 1263.7690813272
"3367" "UAJ" 1262.52521412117
"3368" "OEQ" 1262.52521412117
"3369" "WEB" 1261.28134691514
"3370" "RZE" 1261.28134691514
"3371" "OIG" 1256.30587809101
"3372" "GAF" 1253.81814367895
"3373" "TCU" 1251.33040926689
"3374" "YGE" 1246.35494044277
"3375" "VAI" 1243.86720603071
"3376" "XEN" 1242.62333882468
"3377" "LJA" 1242.62333882468
"3378" "NZE" 1241.37947161864
"3379" "HIT" 1241.37947161864
"3380" "DEX" 1241.37947161864
"3381" "VOI" 1240.13560441261
"3382" "KAN" 1240.13560441261
"3383" "YOM" 1237.64787000055
"3384" "STC" 1235.16013558849
"3385" "XII" 1233.91626838246
"3386" "ITZ" 1232.67240117643
"3387" "AIB" 1231.4285339704
"3388" "GUB" 1228.94079955834
"3389" "ZZA" 1227.69693235231
"3390" "UUL" 1227.69693235231
"3391" "ETS" 1227.69693235231
"3392" "TVE" 1225.20919794025
"3393" "GNE" 1225.20919794025
"3394" "DSU" 1225.20919794025
"3395" "EKO" 1223.96533073421
"3396" "PDE" 1222.72146352818
"3397" "EYR" 1222.72146352818
"3398" "GAI" 1221.47759632215
"3399" "AZG" 1221.47759632215
"3400" "PPA" 1220.23372911612
"3401" "XOS" 1218.98986191009
"3402" "HUI" 1218.98986191009
"3403" "ÑAM" 1217.74599470406
"3404" "UGT" 1212.77052587994
"3405" "POH" 1211.52665867391
"3406" "PEP" 1210.28279146788
"3407" "IZD" 1209.03892426185
"3408" "NEB" 1207.79505705582
"3409" "BEP" 1206.55118984978
"3410" "ZAG" 1205.30732264375
"3411" "ATS" 1204.06345543772
"3412" "EUG" 1195.35638499551
"3413" "POI" 1192.86865058345
"3414" "AOM" 1191.62478337742
"3415" "OYY" 1190.38091617139
"3416" "JAY" 1186.64931455329
"3417" "UFO" 1184.16158014123
"3418" "IBO" 1182.9177129352
"3419" "HRI" 1182.9177129352
"3420" "ÑOM" 1181.67384572917
"3421" "MNA" 1181.67384572917
"3422" "RPL" 1180.42997852314
"3423" "HIA" 1180.42997852314
"3424" "YOQ" 1179.18611131711
"3425" "VEJ" 1179.18611131711
"3426" "RIÑ" 1179.18611131711
"3427" "FUR" 1177.94224411108
"3428" "RTN" 1175.45450969902
"3429" "EIU" 1170.47904087489
"3430" "DVA" 1170.47904087489
"3431" "TZE" 1165.50357205077
"3432" "MSF" 1165.50357205077
"3433" "DYC" 1165.50357205077
"3434" "YCH" 1163.01583763871
"3435" "AIA" 1163.01583763871
"3436" "XTA" 1160.52810322665
"3437" "HIM" 1160.52810322665
"3438" "BVE" 1158.04036881459
"3439" "UAU" 1156.79650160856
"3440" "DPU" 1156.79650160856
"3441" "ZPR" 1154.3087671965
"3442" "UAA" 1153.06489999046
"3443" "OMN" 1153.06489999046
"3444" "FOL" 1153.06489999046
"3445" "DRN" 1153.06489999046
"3446" "NOZ" 1149.33329837237
"3447" "OAZ" 1148.08943116634
"3448" "CUO" 1146.84556396031
"3449" "JAU" 1144.35782954825
"3450" "YAI" 1141.87009513619
"3451" "MEO" 1139.38236072413
"3452" "EZT" 1139.38236072413
"3453" "EYH" 1139.38236072413
"3454" "GIG" 1138.1384935181
"3455" "OEE" 1134.4068919
"3456" "WOO" 1133.16302469397
"3457" "RTS" 1133.16302469397
"3458" "NBL" 1130.67529028191
"3459" "MNE" 1130.67529028191
"3460" "ISG" 1130.67529028191
"3461" "UYL" 1129.43142307588
"3462" "NTF" 1129.43142307588
"3463" "RKA" 1128.18755586985
"3464" "UOR" 1126.94368866382
"3465" "SOO" 1126.94368866382
"3466" "OPS" 1121.9682198397
"3467" "UBV" 1119.48048542764
"3468" "GAH" 1119.48048542764
"3469" "SFL" 1118.2366182216
"3470" "JIL" 1118.2366182216
"3471" "IPT" 1115.74888380954
"3472" "XPA" 1114.50501660351
"3473" "IEP" 1114.50501660351
"3474" "ZCL" 1113.26114939748
"3475" "CMA" 1113.26114939748
"3476" "KOV" 1112.01728219145
"3477" "IIC" 1112.01728219145
"3478" "AZZ" 1112.01728219145
"3479" "ZAF" 1109.52954777939
"3480" "USB" 1108.28568057336
"3481" "EXE" 1108.28568057336
"3482" "YYO" 1107.04181336733
"3483" "EZN" 1107.04181336733
"3484" "CEV" 1103.31021174924
"3485" "OOE" 1099.57861013114
"3486" "OFT" 1099.57861013114
"3487" "GOV" 1098.33474292511
"3488" "NIQ" 1097.09087571908
"3489" "GEC" 1097.09087571908
"3490" "GDE" 1095.84700851305
"3491" "AAO" 1095.84700851305
"3492" "IMN" 1093.35927410099
"3493" "XHI" 1092.11540689496
"3494" "SDR" 1092.11540689496
"3495" "RHI" 1090.87153968893
"3496" "MMA" 1089.6276724829
"3497" "ALK" 1089.6276724829
"3498" "ÑOZ" 1088.38380527687
"3499" "ÑAQ" 1088.38380527687
"3500" "TUE" 1087.13993807084
"3501" "ZUN" 1085.89607086481
"3502" "AYJ" 1085.89607086481
"3503" "SII" 1084.65220365878
"3504" "BEX" 1084.65220365878
"3505" "DME" 1082.16446924671
"3506" "IFC" 1080.92060204068
"3507" "SYJ" 1078.43286762862
"3508" "EEI" 1074.70126601053
"3509" "YOF" 1072.21353159847
"3510" "AOA" 1072.21353159847
"3511" "TCH" 1070.96966439244
"3512" "LBL" 1070.96966439244
"3513" "GOF" 1070.96966439244
"3514" "PEI" 1069.72579718641
"3515" "KON" 1069.72579718641
"3516" "IDP" 1069.72579718641
"3517" "BUD" 1069.72579718641
"3518" "XIA" 1067.23806277435
"3519" "NYR" 1067.23806277435
"3520" "ZLE" 1065.99419556832
"3521" "OLQ" 1065.99419556832
"3522" "PUZ" 1064.75032836228
"3523" "ZOQ" 1059.77485953816
"3524" "UYF" 1057.2871251261
"3525" "LYN" 1057.2871251261
"3526" "ZNO" 1056.04325792007
"3527" "YFE" 1056.04325792007
"3528" "QAE" 1054.79939071404
"3529" "IOZ" 1054.79939071404
"3530" "WOR" 1053.55552350801
"3531" "PAH" 1049.82392188992
"3532" "ZSO" 1048.58005468389
"3533" "HAJ" 1048.58005468389
"3534" "LSC" 1047.33618747785
"3535" "AJI" 1047.33618747785
"3536" "POW" 1046.09232027182
"3537" "IEX" 1046.09232027182
"3538" "EXM" 1043.60458585976
"3539" "RUJ" 1042.36071865373
"3540" "ZDI" 1041.1168514477
"3541" "BTU" 1039.87298424167
"3542" "AMM" 1039.87298424167
"3543" "AKO" 1039.87298424167
"3544" "ADG" 1039.87298424167
"3545" "NYQ" 1038.62911703564
"3546" "AAJ" 1038.62911703564
"3547" "SAZ" 1037.38524982961
"3548" "NDS" 1037.38524982961
"3549" "ZOY" 1034.89751541755
"3550" "OÑA" 1032.40978100549
"3551" "OYJ" 1031.16591379946
"3552" "IUS" 1031.16591379946
"3553" "FMI" 1031.16591379946
"3554" "VEO" 1029.92204659342
"3555" "OON" 1028.67817938739
"3556" "LYM" 1028.67817938739
"3557" "XCU" 1027.43431218136
"3558" "XCO" 1027.43431218136
"3559" "UYR" 1027.43431218136
"3560" "NWA" 1027.43431218136
"3561" "NYT" 1024.9465777693
"3562" "TXA" 1023.70271056327
"3563" "EYF" 1021.21497615121
"3564" "GAÑ" 1019.97110894518
"3565" "ZMI" 1018.72724173915
"3566" "VAJ" 1013.75177291503
"3567" "OEF" 1013.75177291503
"3568" "ÑAH" 1013.75177291503
"3569" "ITN" 1013.75177291503
"3570" "NIK" 1012.50790570899
"3571" "KHA" 1011.26403850296
"3572" "DTR" 1011.26403850296
"3573" "KAB" 1008.7763040909
"3574" "YIM" 1007.53243688487
"3575" "ULN" 1007.53243688487
"3576" "XXI" 1006.28856967884
"3577" "ICS" 1006.28856967884
"3578" "TNO" 1005.04470247281
"3579" "HOF" 1005.04470247281
"3580" "YJA" 1003.80083526678
"3581" "ENW" 1003.80083526678
"3582" "ITH" 1002.55696806075
"3583" "AVS" 1002.55696806075
"3584" "UHE" 1001.31310085472
"3585" "YFO" 1000.06923364869
"3586" "DHE" 1000.06923364869
"3587" "EDL" 998.825366442657
"3588" "OOM" 993.849897618534
"3589" "ZOT" 992.606030412503
"3590" "YHU" 991.362163206473
"3591" "VAU" 991.362163206473
"3592" "OTH" 990.118296000442
"3593" "LFM" 990.118296000442
"3594" "ZID" 987.630561588381
"3595" "VEQ" 987.630561588381
"3596" "ITC" 987.630561588381
"3597" "IRH" 986.38669438235
"3598" "YOU" 983.898959970289
"3599" "EZZ" 982.655092764258
"3600" "OGL" 981.411225558227
"3601" "HOH" 981.411225558227
"3602" "ZAJ" 980.167358352196
"3603" "VOH" 977.679623940135
"3604" "MDI" 977.679623940135
"3605" "ILH" 977.679623940135
"3606" "BEU" 977.679623940135
"3607" "REÑ" 976.435756734104
"3608" "MSQ" 976.435756734104
"3609" "UDY" 975.191889528074
"3610" "RBR" 975.191889528074
"3611" "IIS" 975.191889528074
"3612" "EWI" 975.191889528074
"3613" "ABB" 973.948022322043
"3614" "OKA" 972.704155116012
"3615" "HDE" 972.704155116012
"3616" "DMU" 972.704155116012
"3617" "MSS" 971.460287909981
"3618" "YPL" 970.216420703951
"3619" "EPP" 970.216420703951
"3620" "PEJ" 968.97255349792
"3621" "EPH" 968.97255349792
"3622" "OYG" 967.728686291889
"3623" "FEY" 967.728686291889
"3624" "EYY" 967.728686291889
"3625" "AZQ" 967.728686291889
"3626" "RKE" 966.484819085859
"3627" "ZME" 965.240951879828
"3628" "PUÑ" 963.997084673797
"3629" "NYN" 963.997084673797
"3630" "OIL" 959.021615849674
"3631" "LKA" 959.021615849674
"3632" "CEG" 957.777748643644
"3633" "IID" 956.533881437613
"3634" "IEA" 956.533881437613
"3635" "GOO" 955.290014231582
"3636" "AWE" 955.290014231582
"3637" "RKI" 952.802279819521
"3638" "UUN" 951.55841261349
"3639" "TTU" 951.55841261349
"3640" "RNL" 949.070678201429
"3641" "RDS" 947.826810995398
"3642" "MSR" 947.826810995398
"3643" "JAT" 947.826810995398
"3644" "VAH" 946.582943789367
"3645" "ÑOH" 946.582943789367
"3646" "YGU" 945.339076583337
"3647" "UDP" 944.095209377306
"3648" "IKE" 939.119740553183
"3649" "DSA" 939.119740553183
"3650" "VAV" 937.875873347152
"3651" "ÑAB" 937.875873347152
"3652" "DLE" 937.875873347152
"3653" "ATC" 936.632006141122
"3654" "AMR" 936.632006141122
"3655" "YEV" 935.388138935091
"3656" "YED" 935.388138935091
"3657" "AUX" 935.388138935091
"3658" "WWW" 934.14427172906
"3659" "VOF" 934.14427172906
"3660" "IHU" 931.656537316999
"3661" "PHA" 930.412670110968
"3662" "INB" 930.412670110968
"3663" "IZE" 927.924935698907
"3664" "FOD" 927.924935698907
"3665" "RTC" 926.681068492876
"3666" "AZP" 926.681068492876
"3667" "XVI" 925.437201286845
"3668" "PAV" 920.461732462722
"3669" "TYL" 915.4862636386
"3670" "UNZ" 914.242396432569
"3671" "NYB" 912.998529226538
"3672" "SKE" 910.510794814477
"3673" "RGL" 910.510794814477
"3674" "RYM" 909.266927608446
"3675" "EHC" 909.266927608446
"3676" "VEY" 908.023060402415
"3677" "HIG" 908.023060402415
"3678" "UMS" 906.779193196385
"3679" "UFE" 906.779193196385
"3680" "PRC" 906.779193196385
"3681" "DTE" 906.779193196385
"3682" "POF" 904.291458784323
"3683" "TOX" 903.047591578293
"3684" "CCA" 903.047591578293
"3685" "ADB" 903.047591578293
"3686" "DCU" 901.803724372262
"3687" "AGD" 901.803724372262
"3688" "HCU" 899.3159899602
"3689" "DUZ" 899.3159899602
"3690" "NGD" 896.828255548139
"3691" "KAS" 896.828255548139
"3692" "HOV" 896.828255548139
"3693" "MEV" 895.584388342108
"3694" "GDA" 895.584388342108
"3695" "MQU" 894.340521136078
"3696" "ELZ" 893.096653930047
"3697" "RNC" 891.852786724016
"3698" "AMH" 890.608919517986
"3699" "VOV" 888.121185105924
"3700" "EZB" 888.121185105924
"3701" "OÑO" 885.633450693863
"3702" "NKO" 885.633450693863
"3703" "IIH" 885.633450693863
"3704" "ECK" 883.145716281801
"3705" "DIQ" 883.145716281801
"3706" "RRY" 881.901849075771
"3707" "EZF" 881.901849075771
"3708" "DBA" 881.901849075771
"3709" "UVA" 880.65798186974
"3710" "VOG" 879.414114663709
"3711" "TPA" 879.414114663709
"3712" "SLT" 879.414114663709
"3713" "IIP" 876.926380251648
"3714" "YMS" 873.194778633556
"3715" "YBR" 873.194778633556
"3716" "KAT" 873.194778633556
"3717" "YRI" 871.950911427525
"3718" "PNO" 871.950911427525
"3719" "HEQ" 871.950911427525
"3720" "ZOF" 868.219309809433
"3721" "MIV" 868.219309809433
"3722" "UZE" 866.975442603402
"3723" "POO" 866.975442603402
"3724" "EZG" 866.975442603402
"3725" "DAZ" 866.975442603402
"3726" "LZE" 863.24384098531
"3727" "UAV" 861.999973779279
"3728" "XAL" 860.756106573249
"3729" "TRS" 860.756106573249
"3730" "OIC" 860.756106573249
"3731" "UXI" 859.512239367218
"3732" "NGH" 859.512239367218
"3733" "LMS" 859.512239367218
"3734" "ILN" 859.512239367218
"3735" "HEG" 859.512239367218
"3736" "ZPE" 857.024504955156
"3737" "MSL" 857.024504955156
"3738" "KDE" 857.024504955156
"3739" "VII" 855.780637749126
"3740" "ULU" 855.780637749126
"3741" "OFL" 855.780637749126
"3742" "AYY" 855.780637749126
"3743" "IJU" 854.536770543095
"3744" "UYG" 852.049036131034
"3745" "UUE" 852.049036131034
"3746" "ÑEZ" 852.049036131034
"3747" "PHI" 850.805168925003
"3748" "VEU" 849.561301718972
"3749" "ZRO" 848.317434512942
"3750" "VDE" 848.317434512942
"3751" "UYM" 847.073567306911
"3752" "AYI" 847.073567306911
"3753" "STP" 845.82970010088
"3754" "ERK" 845.82970010088
"3755" "YBO" 844.585832894849
"3756" "ONK" 844.585832894849
"3757" "LAW" 844.585832894849
"3758" "BCO" 844.585832894849
"3759" "RYO" 843.341965688819
"3760" "NKE" 842.098098482788
"3761" "GEW" 842.098098482788
"3762" "ZOM" 840.854231276757
"3763" "NEH" 839.610364070727
"3764" "ZUR" 838.366496864696
"3765" "TMA" 838.366496864696
"3766" "OLN" 838.366496864696
"3767" "PEK" 837.122629658665
"3768" "PEU" 835.878762452634
"3769" "STS" 834.634895246604
"3770" "PIB" 833.391028040573
"3771" "TIQ" 832.147160834542
"3772" "IYE" 832.147160834542
"3773" "LAK" 829.659426422481
"3774" "ZLO" 827.17169201042
"3775" "WAN" 827.17169201042
"3776" "PEE" 827.17169201042
"3777" "LFL" 824.683957598358
"3778" "DFU" 823.440090392327
"3779" "NIH" 822.196223186297
"3780" "YTU" 820.952355980266
"3781" "HRD" 820.952355980266
"3782" "YVO" 819.708488774235
"3783" "JAZ" 819.708488774235
"3784" "VAO" 818.464621568205
"3785" "OEA" 818.464621568205
"3786" "LAX" 818.464621568205
"3787" "HOO" 815.976887156143
"3788" "DYP" 815.976887156143
"3789" "RNS" 814.733019950113
"3790" "AGM" 813.489152744082
"3791" "DCR" 812.245285538051
"3792" "BOP" 812.245285538051
"3793" "MIH" 811.00141833202
"3794" "JAQ" 811.00141833202
"3795" "FIT" 811.00141833202
"3796" "HCO" 809.75755112599
"3797" "GUT" 809.75755112599
"3798" "LNG" 808.513683919959
"3799" "AEQ" 808.513683919959
"3800" "PPP" 806.025949507898
"3801" "ITS" 806.025949507898
"3802" "EWB" 806.025949507898
"3803" "DOW" 806.025949507898
"3804" "ELW" 804.782082301867
"3805" "UUS" 802.294347889805
"3806" "NAW" 802.294347889805
"3807" "UYN" 801.050480683775
"3808" "CTZ" 801.050480683775
"3809" "STH" 799.806613477744
"3810" "ÑAT" 798.562746271713
"3811" "UHO" 797.318879065683
"3812" "TPR" 797.318879065683
"3813" "TPO" 797.318879065683
"3814" "LYO" 797.318879065683
"3815" "AZC" 797.318879065683
"3816" "TXO" 794.831144653621
"3817" "TAX" 794.831144653621
"3818" "FUI" 793.587277447591
"3819" "DFI" 793.587277447591
"3820" "ZIS" 792.34341024156
"3821" "SKO" 789.855675829498
"3822" "BSU" 789.855675829498
"3823" "UOE" 788.611808623468
"3824" "OKO" 788.611808623468
"3825" "BVI" 788.611808623468
"3826" "WBU" 786.124074211406
"3827" "DMO" 786.124074211406
"3828" "BAV" 786.124074211406
"3829" "DNE" 784.880207005375
"3830" "WIN" 782.392472593314
"3831" "OOA" 781.148605387283
"3832" "NUB" 781.148605387283
"3833" "EZV" 781.148605387283
"3834" "YGO" 779.904738181253
"3835" "NGY" 779.904738181253
"3836" "EKE" 779.904738181253
"3837" "ATD" 779.904738181253
"3838" "UOC" 778.660870975222
"3839" "MAK" 778.660870975222
"3840" "POU" 777.417003769191
"3841" "JEL" 777.417003769191
"3842" "DGE" 777.417003769191
"3843" "EOI" 776.173136563161
"3844" "RSD" 774.92926935713
"3845" "YBL" 773.685402151099
"3846" "TSO" 773.685402151099
"3847" "YOY" 772.441534945068
"3848" "DUP" 772.441534945068
"3849" "CHS" 772.441534945068
"3850" "IDL" 771.197667739038
"3851" "BIZ" 771.197667739038
"3852" "ÑOT" 769.953800533007
"3853" "GAV" 769.953800533007
"3854" "ZER" 768.709933326976
"3855" "XAS" 768.709933326976
"3856" "RDD" 768.709933326976
"3857" "EWE" 768.709933326976
"3858" "PZE" 767.466066120946
"3859" "YPS" 766.222198914915
"3860" "EPZ" 766.222198914915
"3861" "YAO" 762.490597296823
"3862" "TOÑ" 762.490597296823
"3863" "PPI" 762.490597296823
"3864" "OBV" 761.246730090792
"3865" "RLD" 760.002862884761
"3866" "MEY" 760.002862884761
"3867" "BAF" 760.002862884761
"3868" "UIG" 758.758995678731
"3869" "MCO" 758.758995678731
"3870" "HEH" 758.758995678731
"3871" "BTI" 758.758995678731
"3872" "XCA" 757.5151284727
"3873" "DDO" 757.5151284727
"3874" "YOH" 756.271261266669
"3875" "IGH" 756.271261266669
"3876" "BEH" 756.271261266669
"3877" "NUY" 755.027394060639
"3878" "NMV" 753.783526854608
"3879" "CNM" 753.783526854608
"3880" "MOZ" 752.539659648577
"3881" "TND" 751.295792442546
"3882" "SNG" 751.295792442546
"3883" "RIK" 751.295792442546
"3884" "TCN" 750.051925236516
"3885" "STM" 750.051925236516
"3886" "EEP" 750.051925236516
"3887" "EDS" 750.051925236516
"3888" "ZOH" 748.808058030485
"3889" "GRF" 748.808058030485
"3890" "GUD" 747.564190824454
"3891" "FBI" 747.564190824454
"3892" "HUY" 746.320323618424
"3893" "TRF" 743.832589206362
"3894" "STL" 742.588722000331
"3895" "IUM" 742.588722000331
"3896" "IIR" 742.588722000331
"3897" "UÑE" 741.344854794301
"3898" "NND" 741.344854794301
"3899" "FEA" 740.10098758827
"3900" "XIB" 738.857120382239
"3901" "ZYE" 736.369385970178
"3902" "UOD" 736.369385970178
"3903" "LSP" 736.369385970178
"3904" "AMD" 736.369385970178
"3905" "UBC" 735.125518764147
"3906" "OIZ" 735.125518764147
"3907" "CSE" 733.881651558117
"3908" "TZI" 732.637784352086
"3909" "NZI" 731.393917146055
"3910" "LFB" 731.393917146055
"3911" "IHI" 731.393917146055
"3912" "UJI" 730.150049940024
"3913" "OMT" 730.150049940024
"3914" "JOI" 727.662315527963
"3915" "URY" 725.174581115902
"3916" "EMT" 725.174581115902
"3917" "DTA" 723.930713909871
"3918" "IXT" 720.199112291779
"3919" "ETD" 720.199112291779
"3920" "KUR" 718.955245085748
"3921" "IOX" 717.711377879717
"3922" "CRC" 717.711377879717
"3923" "ATZ" 717.711377879717
"3924" "AML" 717.711377879717
"3925" "ACQ" 717.711377879717
"3926" "ROK" 715.223643467656
"3927" "BOY" 715.223643467656
"3928" "TLO" 713.979776261625
"3929" "IZP" 713.979776261625
"3930" "IGM" 713.979776261625
"3931" "BIG" 713.979776261625
"3932" "XAG" 712.735909055595
"3933" "MIZ" 711.492041849564
"3934" "KIA" 711.492041849564
"3935" "SPS" 710.248174643533
"3936" "MUD" 710.248174643533
"3937" "LYU" 710.248174643533
"3938" "LND" 710.248174643533
"3939" "YNC" 709.004307437502
"3940" "SIY" 709.004307437502
"3941" "STD" 707.760440231472
"3942" "RYT" 707.760440231472
"3943" "HHA" 707.760440231472
"3944" "ELX" 707.760440231472
"3945" "LLC" 706.516573025441
"3946" "FSI" 706.516573025441
"3947" "EOV" 706.516573025441
"3948" "YET" 705.27270581941
"3949" "TCE" 705.27270581941
"3950" "PAO" 705.27270581941
"3951" "URM" 704.02883861338
"3952" "MRI" 704.02883861338
"3953" "LYT" 704.02883861338
"3954" "LLN" 704.02883861338
"3955" "HSE" 702.784971407349
"3956" "EXD" 702.784971407349
"3957" "HOI" 701.541104201318
"3958" "HMA" 701.541104201318
"3959" "ZTE" 700.297236995288
"3960" "VSD" 700.297236995288
"3961" "USY" 700.297236995288
"3962" "POG" 700.297236995288
"3963" "MSB" 700.297236995288
"3964" "KIO" 700.297236995288
"3965" "VOO" 697.809502583226
"3966" "THU" 696.565635377195
"3967" "PUG" 696.565635377195
"3968" "UMD" 694.077900965134
"3969" "ILR" 694.077900965134
"3970" "RYR" 692.834033759103
"3971" "ITY" 691.590166553073
"3972" "ESK" 691.590166553073
"3973" "VLA" 690.346299347042
"3974" "URL" 690.346299347042
"3975" "EUM" 690.346299347042
"3976" "UUY" 689.102432141011
"3977" "DIU" 689.102432141011
"3978" "LYQ" 687.85856493498
"3979" "UGN" 686.61469772895
"3980" "REK" 685.370830522919
"3981" "LKI" 685.370830522919
"3982" "AMY" 685.370830522919
"3983" "XMI" 684.126963316888
"3984" "YRU" 682.883096110858
"3985" "CKS" 682.883096110858
"3986" "RYQ" 681.639228904827
"3987" "RSS" 681.639228904827
"3988" "JOF" 681.639228904827
"3989" "ETY" 680.395361698796
"3990" "UAF" 679.151494492766
"3991" "POV" 679.151494492766
"3992" "RYN" 676.663760080704
"3993" "NYH" 675.419892874673
"3994" "EYB" 675.419892874673
"3995" "ZYL" 674.176025668643
"3996" "NGN" 672.932158462612
"3997" "WES" 671.688291256581
"3998" "MSO" 671.688291256581
"3999" "HQU" 671.688291256581
"4000" "LUP" 670.444424050551
"4001" "JIC" 670.444424050551
"4002" "DGA" 670.444424050551
"4003" "NII" 669.20055684452
"4004" "MHU" 669.20055684452
"4005" "AHM" 669.20055684452
"4006" "FEI" 667.956689638489
"4007" "NSH" 666.712822432458
"4008" "MME" 665.468955226428
